职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['产业投资经理/总监'],['1.5-2万/月'],['广东青云计算机科技有限公司'],['民营公司| 50-150人| 计算机硬件'],['上班地址 : 雨花区软件大道180号大数据产业基地7栋301、309室'],['南京-雨花台区'],['2年工作经验'],['本科'],['3人'],['2019-09-13'],
['数据分析师'],['1.5-2万/月'],['食行生鲜电子商务有限公司'],['民营公司| 1000-5000人| 互联网/电子商务 快速消费品(食品、饮料、化妆品)'],['上班地址 : 高新区向阳路55号'],['苏州'],['3-4年工作经验'],['本科'],['若干人'],['2019-09-13'],数据分析师职位描述：1.负责建立产品运营分析体系，并不断完善；2.分析公司产品运营情况，制作产品运营报告，帮助公司及时准确掌握产品运营状况；3.深入理解公司战略，通过数据挖掘和分析，为公司管理层提供决策支持；4.深入业务，理解业务运作逻辑，利用数据分析手段，发现产品及业务瓶颈并提出行动建议；5.开展行业和竞争对手分析，定期提交行业及竞争对手分析报告。岗位要求：1.统计学、数学、计算机等相关专业，本科及以上学历，三年（含）以上数据分析经验；2.熟悉数据仓库，掌握数据分析、数据挖掘方法，熟练使用Excel、SQL、SPSS/SAS、Powerpoint等工具；3.对数据与业务有足够敏感性，逻辑思维缜密，独立思考能力强；4.热爱数据，至少掌握RFM模型、关联分析、聚类分析、“之”字分析法等两种以上分析方法；5.有创新意识，并具备良好的学习能力、团队合作精神、沟通能力和组织协调能力；6.有电商数据分析经验优先。
['销售经理'],['1-3万/月'],['中山市少年派网络技术有限公司'],['民营公司| 少于50人| 互联网/电子商务'],['上班地址 : 中山市小榄镇升平东路1号海港城1705-1706单元'],['中山'],['无工作经验'],['大专'],['5人'],['2019-09-13'],"年收入10万起，上不封顶，等你来挑战我们在寻找愿意从事本岗位的创业者！1、立志帮助中小企业推广出口，愿意加入阿里巴巴集团国际事业部中山东凤本地化服务中心，承接国际站出口通、P4P、RFQ等一系列产品的销售及服务；2、能利用公司强大数据库搜罗并通过上门、电话等多种渠道拜访外贸型企业，针对性选择阿里巴巴国际站多元化产品（含信息、金融、服务、物流、人才......），为客户提供全套跨境贸易解决方案；3、通过多种形式的专业培训，掌握外贸、阿里国际站相关知识，协助客户分析行业动向及平台使用情况，充分发挥平台推广效果，和客户一起成长。岗位职责：1）负责搜集新客户的资料并进行沟通，开发新客户，把公司相关产品信息传递给相关的目标客户；2）通过电话与客户进行有效沟通，了解客户需求, 寻找销售机会；3）维护老客户的业务，挖掘客户的***潜力；4）向销售经理反馈客户情况，协助销售经理与客户联系工作，建立良好的长期合作关系。任职要求语言要求：不限1）大专以上学历2）喜欢销售工作，具备良好的应变能力和承压能力3）具备较强的学习能力、有强烈的事业心和积极的工作态度4）一年以上销售经验，从事过互联网行业，有美团点评、饿了么、口碑、环球资源、中国制造、供应链、1688等地推经验者优先优越的薪酬福利1）薪资构成：底薪+不封顶业绩提成+绩效补贴2）工作保险、时间/假期/节日：五险一金、带薪年假、双休、享受国家的法定节假日，只要符合法律规定带薪婚假、产假、年假等一样都不少；3）团建：每月一次以上团建活动（聚餐、KTV、烧烤、运动...），欢迎带家属参加活动；4）年度Outing：每年2次旅游，我们在辛苦工作的同时也要享受世界和大自然带给我们内心的阳光生活；5）这是家很有情怀的企业，当你工作生活郁闷了，有一帮有情有义的兄弟姐妹和你并肩作战可以为你排忧解难；6）公司倡导“家文化”，人性化管理风格、注重员工感受，员工活动丰富：公司年会、周年庆、员工生日会、聚会、不定时下午茶等等；在国家传统的节日里，为每位员工送上节日的祝福及礼品。7）收入公平：努力决定业绩，业绩决定提成；努力越多，收入越高，永不封顶。"
['法律数据分析专员'],['1-1.5万/月'],['北京市金杜律师事务所'],['合资| 1000-5000人| 法律 金融/投资/证券'],['上班地址 : 北京市朝阳区东三环中路1号北京环球金融中心'],['北京-朝阳区'],['1年工作经验'],['本科'],['1人'],['2019-09-13'],
['房地产销售顾问S底薪3500包住'],['0.6-1.2万/月'],['广州天创房地产置业有限公司'],['合资| 150-500人| 房地产 租赁服务'],['上班地址 : 龙口东路346号天诚广场318室'],['广州-天河区'],[],[],['10人'],['2019-09-13'],
['产品经理'],['1-1.5万/月'],['南京中冠智能科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 石头城路6号石榴财智中心01栋'],['南京-鼓楼区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['高端房产销售'],['6-8千/月'],['西安链家宝业房地产经纪有限公司第四十四分公司'],['民营公司| 10000人以上| 房地产 中介服务'],['上班地址 : 凤城五路经九路十字东南角恒大帝景西门'],['西安-未央区'],['无工作经验'],[],['8人'],['2019-09-13'],1，工作内容：积累房源，客源资源，为客户匹合适配房源并进行带看、签约事宜。（公司拥有较丰富的大数据资源）2，薪酬福利：无责任底薪4500+（30-75%）提成五险一金，出国游等3，晋升体制：经纪人—店经理—商圈经理—总监—城市总4，用人需求：统招大专及以上学历，积极乐观，团队合作5，地址：未央区凤城五路经九路十字东南角恒大帝景西门，上班可就近分配6，乘车路线：地铁：4号线百花村站公交：27，200，723，245路等
['Java开发工程师'],['4-8千/月'],['南京鸿越科技有限公司'],['民营公司| 少于50人| 计算机软件 互联网/电子商务'],['上班地址 : 浦滨路150号中科创新广场20栋701室'],['南京-浦口区'],[],[],['3人'],['2019-09-13'],
['总监助理'],['3-4.5千/月'],['广州市盛洲地基基础工程有限公司'],['民营公司| 150-500人| 建筑/建材/工程'],['上班地址 : 桥南街蚬涌工业区中心二横路11号'],['广州-番禺区'],['2年工作经验'],['大专'],['1人'],['2019-09-13'],
['Java系统架构师/技术经理（工作地点：长沙）'],['1-2万/月'],['深圳市艾斯莫科技有限公司'],['民营公司| 50-150人| 贸易/进出口 电子技术/半导体/集成电路'],['上班地址 : 泊富商业广场18027'],['长沙-开福区'],['3-4年工作经验'],['大专'],['2人'],['2019-09-13'],
['销售经理-（AI+教育）平均薪资2-5万'],['1.5-2万/月'],['论答-Learnta'],['创业公司| 150-500人| 互联网/电子商务 教育/培训/院校'],['上班地址 : 延平路135号德必WE A座F层'],['上海-静安区'],['本科'],[],['2人'],['2019-09-13'],
['数据统计'],['6-8千/月'],['南京秦淮安安医疗美容诊所'],['民营公司| 50-150人| 医疗/护理/卫生 美容/保健'],['上班地址 : 现代大厦'],['南京-秦淮区'],[],[],['1人'],['2019-09-13'],
['工业物联网和AI产品工程师-北京'],[],['施耐德电气（中国）有限公司'],['外资（欧美）| 电气/电力/水利'],[],['北京'],['本科'],[],['若干人'],['2019-09-13'],职位描述：1. 协助工业物联网和AI领域的市场趋势分析、政策研究和竞品分析2. 协助软件/算法设计文件的梳理，支持软件全生命周期开发流程3. 支持数字化服务运营和工业大数据挖掘岗位要求：1. 自动化、信息技术、软件专业硕士学历2. 良好的组织计划、协调能力，严谨务实的工作态度，良好的沟通能力；
['招商经理'],['1-1.2万/月'],['杭州恒专达生物科技有限公司'],['民营公司| 少于50人| 制药/生物工程 医疗设备/器械'],['上班地址 : 余杭区商贸城德雅金座'],['杭州-余杭区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['CRM数据分析主管'],['1-1.5万/月'],['广东红鼎投资管理有限公司'],['民营公司| 少于50人| 金融/投资/证券'],['上班地址 : 天河'],['广州'],[],[],['1人'],['2019-09-13'],1、负责日常数据的监控、跟踪，及时发现异常并预警，基于对业务的理解，搭建出可准确反映业务运作健康状况的数据指标体系；2、优化和完善会员方向的数据分析体系，包括KPI指标体系、报表体系、专题分析体系；3、参与会员业务各项运营策略规则的制定，诊断现有业务经营分析状况，为业务决策提供方向指导并推动落地；4、结合大数据完善会员画像，参与系统、数据沉淀、建模、可视化系统等项目；5、结合业务现状，进行会员活动效果预估和结案报告。任职资格：1、统计学、数学、信息技术等专业本科及以上学历；2、具备大数据处理能力，熟练掌握运用Excel，SQL，Tableau，PowerBI等工具；3、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析经验；4、具备良好的抗压能力，沟通能力和团队精神；5、具有3年以上数据分析经验；6、有零售业CRM相关工作经验者优先。
['物流数据分析岗（贵阳）'],['4-8千/月'],['京东物流西南分公司'],['民营公司| 10000人以上| 交通/运输/物流 互联网/电子商务'],['上班地址 : 观山湖电商发展中心'],['贵阳'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['技术总监'],['4-8万/月'],['深圳市传享网络科技有限公司'],['民营公司| 150-500人| 计算机软件'],['上班地址 : 科技园'],['深圳-南山区'],[],[],['1人'],['2019-09-13'],1、主导研发体系建设文档编写、评审及实施；2、负责软件供应商技术体系、架构体系评估；3、负责项目内外人员和工作的协调及开发周期管理；4、负责项目的进度、质量和风险管控。任职资格:1、熟悉微服务技术如Dubbo、SpringCloud；2、精通JAVA后端开发技术，并深刻理解其原理，包括Spring、SpringMVC、MyBatis、RESTful等；3、理解前端开发技术原理，包括JS、CSS、H5，及相关开发框架；4、精通分布式系统设计，包括集群管理、日志监控、高可用设计、性能调优、安全防御等；5、熟悉各种中间件的使用，并精通其中至少一个，包括MySQL、Tomcat、Reids、Nginx、Varnish、Kafka、ZooKeeper、ElasticSearch等；6、具备多线程、高并发、高吞吐编程能力；7、熟悉常用客户端技术：JQuery、Vue、Android、Object-c、css等；8、熟悉常用大数据开源技术：JStorm、Spark、Hadoop、HBase、Flume、Elasticsearch等；9、熟悉大规模系统的负载均衡、缓存、网络存储、网络安全、数据库高可用设计；10、具备海量数据、大批量、高并发、高性能分析及处理的成熟经验。
['房地产置业顾问'],['6-8千/月'],['佛山市融捷房地产代理有限公司'],['创业公司| 150-500人| 房地产'],['上班地址 : 桂城越秀星汇云锦1805'],['佛山-南海区'],['无工作经验'],[],['120人'],['2019-09-13'],无责任底薪2000元+高额提成 +带薪年假+月冠奖励+团队奖励+年度奖励 = 全公司近500名地产销售平均月薪8000元以上。1、快速的成长预备经理----店组经理----区域经理----区域总监--地区副总经理……2、公平竞争大平台融捷房地产已经所有17家门店，450+名员工逐月增长中。大平台，雄厚的大数据资源共享，加入融捷房地产的某家门店就意味着全城市的房源都可以进行销售。4、具有吸引力的工作环境房产销售从事较为高端的投资的房地产项目服务（小区、公寓、商铺，别墅），服务的客户群体为各行各业的成功人士。与成功人士相伴，拓展你的人脉，站在巨人的肩膀上望得更远。一个公平 竞争的平台只要你敢想敢做 敢于去开拓 那么请联系我！
['产品经理'],['1.5-3万/月'],['南宁市迈越软件有限责任公司'],['上市公司| 150-500人| 计算机软件 多元化业务集团公司'],['上班地址 : 天府三街花样年福年广场T1-1204'],['成都-高新区'],[],[],['1人'],['2019-09-13'],
['行业分析经理'],['1.5-2万/月'],['青岛劳谦管理顾问有限公司'],['民营公司| 少于50人| 专业服务(咨询、人力资源、财会)'],['上班地址 : 青岛'],['青岛'],[],[],['若干人'],['2019-09-13'],1、 能够运用专业分析工具，对行业数据进行采集，对海量大数据（海内外官方、海关、统计局、行业协会等）过滤筛选和数据清洗；2、 利用数据分析工具（Excel、Access、SQL等）进行数据矫正整理并撰写分析报告；3、 对行业竞争对手的创新商业模式以及潜在合作伙伴进行专题研究及信息收集（如策略、活动、市场调研等），各种重要事项的分析追踪；4、 及时了解宏观经济形势，从事行业研究，对国家政策、上下游产业链信息变化等进行分析，撰写行业研究报告，给出投资建议；5、 对用户信息反馈进行调研并对用户数据进行分析。任职要求：1、 本科及以上学历；金融、国贸、经济学、数学、统计学等理工科专业；2、 5年工作经验以上；3、 英语优秀；4、 逻辑思维强，有良好的市场敏感度，工作严谨有条理，善于从数据中发现问题。
['数据分析经理'],['1.5-3万/月'],['深圳万拓科技创新有限公司'],['民营公司| 150-500人| 互联网/电子商务 贸易/进出口'],['上班地址 : 南山区桃源街道平山一路 新视艺创客公园A栋5楼502区域（大学城C出口）'],['深圳-南山区'],['5-7年工作经验'],['本科'],['1人'],['2019-09-13'],
['云空间实施顾问'],['6-8千/月'],['武汉明源嘉和软件科技有限责任公司'],['民营公司| 500-1000人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 武汉市武昌区积玉桥临江大道96号武汉万达中心3802-3806'],['武汉'],[],[],['3人'],['2019-09-13'],
['产品经理（AI人脸支付+场景应用）'],['2-2.5万/月'],['深圳十方鲸落科技有限公司'],['民营公司| 少于50人| 互联网/电子商务 电子技术/半导体/集成电路'],['上班地址 : 赛西科技大厦11楼1112室'],['深圳-南山区'],[],[],['1人'],['2019-09-13'],岗位职责：1.基于对新零售的全局理解，负责新零售业务相关的业务系统建设（智能POS、扫码购、会员商城等），赋能零售商家；2.对不同的零售细分行业进行客户调研和需求分析，挖掘零售商家的核心需求；3.独立完成产品设计工作（信息架构、功能、内容、流程和交互设计），并协调资源推动项目落地；4.关注产品上线后的客户反馈和数据表现，不断优化迭。任职要求：1.视野开阔，精通零售连锁行业、熟悉零售连锁企业软件、硬件系统；2.具备丰富的线上、线下融合运营经验，或者具备线上线下交叉技能的可塑性，学习能力强；3.全日制专科以上学历，5年以上工作经验，其中3年以上互联网工作经验；4.有很强的责任心，具备独立和系统的思路和产品方法，能够推动项目并达成目标；5.极强的沟通、协调、说服能力，出色的团队合作精神。6、对AI技术有基本理解，能够从业务角度规划大数据，AI平台等主流技术在项目中的应用。
['软件研发项目经理'],['2-2.5万/月'],['能拓能源股份有限公司'],['上市公司| 500-1000人| 电气/电力/水利'],['上班地址 : 南京市鼓楼区新模范马路5号南京科技广场A座18-19楼'],['南京'],['本科'],[],['1人'],['2019-09-13'],
['数据库工程师 MySql DBA 05'],['2-3万/月'],['上海和颢家网络科技有限公司'],['民营公司| 50-150人| 互联网/电子商务 家居/室内设计/装潢'],['上班地址 : 虹梅路2007号远中科技三期1号楼10楼'],['上海-徐汇区'],['5-7年工作经验'],['本科'],['1人'],['2019-09-13'],"职位描述：1、负责公司的数据库管理、维护及数据安全；2、参与数据架构规划设计，以及相关业务的数据建模、设计审核等；3、负责数据库系统的搭建及调优；4、负责数据库设计和SQL审查，负责持续优化数据库和SQL性能，支撑业务的日常数据需求；5、负责保障数据库系统的稳定、高效、安全运行，及时排除数据库故障；6、参与管理和建设服务器及服务的高可用集群,集群监控和备份恢复机制及应急机制，保障服务稳定7X24健壮与稳定；7、参与运维自动化开发项目；8、参与日常系统运维相关工作；9、领导安排的其他相关工作。任职要求：1、计算机及相关专业本科及以上学历，有三年以上mysql dba实际工作经验，熟悉Innodb、MyISAM引擎以及相关优化策略；2、熟悉MySQL MMM、MHA、中间件代理、Mysql Cluster，及No-SQL数据库（如MongoDB、Hbase、Redis等）相关高可用技术方案；3、熟悉Linux/Unix操作系统，有以上系统perl/php/python/shell一种或多种脚本语言编程能力；4、熟悉数据库及操作系统的监控，能及时发现和解决问题；5、深入理解存储系统，精通面向应用的IO性能优化；6、熟悉大数据相关技术，并有相关实施经验；7、良好的学习能力和对新技术的追求精神，良好的团队协作能力，积极主动，乐于接受挑战，能承受工作压力。"
['产品经理（武汉）'],['1.5-3万/月'],['艾普工华科技（武汉）有限公司'],['民营公司| 150-500人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 武汉市东湖新技术开发区大学园路华中科技大学科技园华工科技大楼A区5楼'],['武汉'],['本科'],[],['1人'],['2019-09-13'],
['运营主管'],['0.8-1.5万/月'],['广州巨有文化发展有限公司'],['民营公司| 少于50人| 互联网/电子商务'],['上班地址 : 广州大道中289号艺术空间01印报楼2楼202'],['广州-越秀区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['贝壳链家房产经纪'],['0.5-1万/月'],['广东链家房地产经纪有限公司佛山分公司'],['民营公司| 10000人以上| 房地产'],['上班地址 : 桂城越秀星汇云锦B区写字楼21楼'],['佛山-南海区'],['大专'],[],['20人'],['2019-09-13'],
['高薪双休招聘专员五险'],['0.8-1万/月'],['上海三禹商务服务有限公司'],['民营公司| 少于50人| 互联网/电子商务'],['上班地址 : 联通国际大厦1402室'],['上海-静安区'],['无工作经验'],['大专'],['若干人'],['2019-09-13'],
['房产销售储备干部培训生（6300+专业培训）'],['1-1.5万/月'],['上海太平洋房屋'],['外资（非欧美）| 5000-10000人| 计算机软件'],['上班地址 : 地铁三号/四号线曹杨路站5/6号口，11号线曹杨路站2号口（上海十二大区均可分配）'],['上海-普陀区'],['无工作经验'],['大专'],['10人'],['2019-09-13'],
['电商运营专员'],['4.5-6千/月'],['上海斯达欧米尚品实业有限公司'],['民营公司| 少于50人| 服装/纺织/皮革 贸易/进出口'],['上班地址 : 上海市浦东新区周浦镇沈梅路123弄19号'],['上海-浦东新区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['数据分析师'],['0.7-1.2万/月'],['银盛科技服务集团有限公司'],['民营公司| 1000-5000人| 金融/投资/证券 互联网/电子商务'],['上班地址 : 民治街道创业花园177栋淘景商务大厦8008'],['深圳-龙华新区'],['1年工作经验'],['本科'],['1人'],['2019-09-13'],
['高级java开发工程师'],['1-1.8万/月'],['捷宏润安工程顾问有限公司'],['民营公司| 150-500人| 专业服务(咨询、人力资源、财会)'],['上班地址 : 南京市太平南路389号'],['南京'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['渠道拓展 （新零售方向）'],['0.8-1万/月'],['成都肌司研品牌管理有限公司'],['民营公司| 50-150人| 快速消费品(食品、饮料、化妆品)'],['上班地址 : 四川省成都市高新区益州大道中段722号复城国际T2-1210'],['成都-武侯区'],['3-4年工作经验'],['大专'],['5人'],['2019-09-13'],
['销售代表（兼）'],['2-2.5万/月'],['广州市华谊通用科技有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 珠江新城华夏路16号富力盈凯广场22楼'],['广州-天河区'],[],[],['5人'],['2019-09-13'],"1、负责所辖区域的数字标牌与排队叫号设备产品销售任务；    2、能够维护和巩固公司现有客户并积极开拓新客户，独立完成公司营销工作；    3、能够制定和执行客户发展计划，做好客户信息沟通工作；    4、能够对目标市场需求做出快速反应，使市场营销效率***化；    5、能够获得市场相关信息和数据，并制定相关市场发展策略；    6、负责与客户进行有效沟通了解客户需求, 寻找销售机会并完成销售业绩；    7、维护老客户的业务，挖掘客户的***潜力；    8、定期与合作客户进行沟通，建立良好的长期合作关系。    9、负责销售区域内销售工作，与商户谈判并达成合作；独立完成销售指标，并能主动独立解决工作中遇到的疑难；    10、开拓新市场，发展新客户，增加产品销售范围；    11、了解和发掘客户需求及购买愿望，介绍自己产品的优点和特色；    12、维护及增进已有客户关系，收集潜在***，对客户提供专业的咨询；    13、负责收集市场和行业信息，加深了解，收取应收帐款；    14、充分挖掘自身工作潜力，收集一线营销信息、用户意见、当地市场信息、竞争对手信息等，对公司提出参考意见，并树立企业形象；    15、展示你的个人魅力拿下属于你的餐厅，推进公司 公众号、小程序、大数据产品、排队、预订、点餐 等互联网解决方案落地；    16、公司网站地址：http://www.huayigen.com/        任职资格:    1、大专以上学历，半年及以上的销售经验，优秀应届生亦可，具备较强的学习能力和优秀的沟通能力；    2、有较强的学习和适应能力，能够适应互联网行业的快速发展，熟悉互联网、移动互联网行业产品市场；    3、具备较强的人际沟通能力及逻辑思维能力，能够准确把握产品优势和客户心理；    4、熟悉市场，有餐饮、税务，政务及互联网相关行业经历或有大客户销售经验者优先。    5、具备较强的客户沟通能力和较高的商务处理能力，具有良好的团队协作精神；    6、具有市场洞察力，善于把握市场机会；    7、具有良好的组织能力和分析能力，责任心强，忠诚度高；    8、具有积极进取意识，通过自身努力的价值创造，实现个人成长；    9、具备较强的客户沟通能力和较高的商务处理能力，具有良好的团队协作精神。    10、热爱销售、积极主动、百折不挠，学习能力强，有挑战精神，具备良好的抗压能力和沟通能力；    11、将公司的产品推销落地，提成丰厚：http://www.huayigen.com/；"
['互联网医院产品技术总监'],['40-50万/年'],['北京新海鼎力科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 北京'],['北京'],['5-7年工作经验'],['大专'],['1人'],['2019-09-13'],
['IT中心总经理'],['2.5-3万/月'],['深圳市中诚致信融资担保有限公司'],['民营公司| 500-1000人| 金融/投资/证券'],['上班地址 : 深圳市福田区车公庙金润大厦14楼'],['深圳-福田区'],['10年以上工作经验'],['本科'],['1人'],['2019-09-13'],
['数据分析助理'],['6-8千/月'],['成都创翼通讯服务有限公司'],['民营公司| 150-500人| 通信/电信运营、增值服务 外包服务'],['上班地址 : 万达广场3-2-1329'],['成都-青羊区'],['无工作经验'],['本科'],['2人'],['2019-09-13'],负责根据公司要求配合对数据进行整理和分析，形成相关要求的分析报告。职责要求：1、熟练使用EXCEL、SPSS等软件进行数据分析； 2、能使用PowerPoin输入相关分析报告； 3、态度严谨、有责任心、稳定。其它说明：1、到岗后会提供行业的专业知识培训；
['数据分析师（代招）'],['0.8-2万/月'],['广东天佩科技控股有限公司'],['民营公司| 50-150人| 互联网/电子商务 租赁服务'],['上班地址 : 环球都会广场1601单元'],['广州-天河区'],['8-9年工作经验'],['本科'],['1人'],['2019-09-13'],
['高级JAVA开发工程师'],['15-18万/年'],['奥成佳和（北京）软件开发有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 中关村'],['北京-海淀区'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['安全产品技术专家'],['4-5万/月'],['北京钰峰科技有限公司'],['民营公司| 150-500人| 通信/电信运营、增值服务 通信/电信/网络设备'],['上班地址 : 金隅嘉华大厦F座703'],['北京-海淀区'],['5-7年工作经验'],['本科'],['若干人'],['2019-09-13'],
['销售助理'],['3-4.5千/月'],['大连拓思科技有限公司'],['民营公司| 150-500人| 计算机服务(系统、数据服务、维修)'],['上班地址 : 大连市中山区'],['大连'],['1年工作经验'],['本科'],['1人'],['2019-09-13'],
['销售经理'],['0.6-1万/月'],['常州艾创网络科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 集庆门大街苏宁慧谷E08-2单元-706室'],['南京-建邺区'],['3-4年工作经验'],['大专'],['4人'],['2019-09-13'],一、岗位职责：（公司在南京）1、认真配合公司及团队完成云服务器、云主机、网络管控等销售计划，根据制定的要求寻找意向客户并做好长期维护，达成销售目标；2、熟悉互联网及服务器领域的相关动态，善于分析并把握用户的需求，推荐合适的产品；3、有效的整合公司内、外部资源、通过合理的运营提升产品市场占有率；4、贯彻企业文化的建设与团队核心理念的塑造工作，确保团队的高效性和竞争力。二、任职资格：1、年龄26~36周岁，大专及以上学历（特别优秀者年龄可放宽）；2、有责任心，做事认真负责；有学习力，无论是公司文化、产品还是专业知识方面，都愿意保持一颗探索的心；有执行力，乐观进取、积极向上，敢于面对压力和挑战；3、有IT及互联网3到4年以上销售经验或2年以上教育行业（高校、职业院校、普教）销售经验者优先；4、招聘人数：南京2名苏南1名苏北1名（暂定）三、福利待遇：1、薪资待遇：基本工资（6K~10k）+绩效（视业绩情况而定），特别优秀者面议2、社会保险：五险一金3、江苏艾盾网络科技有限公司愿意为优秀的销售精英提供市场有竞争力的薪酬，等你来挑战工作地点：南京江苏省内会短期出差公司地址：南京市集庆门大街268号苏宁慧谷E8-2栋706联系方式：025-86612015郭***13851800399邮箱：4597490@qq.com江苏艾盾网络科技有限公司成立于2014年6月，注册资金1000万元。位于江苏南京，公司自成立以来始终专注于技术研发、大数据分析、云计算、网络安全等高科技领域以及新媒体业务的进步和发展，经过多年的积累，凭借着雄厚技术实力和公司创立之初坚定不移的目标，耕耘了6大产品业务方向，面向全国12省市部门拓展研发和数据分析服务，主要客户遍布各个行业领域，服务行业有公安、政府、宣传、企事业等。公司相继在山西、深圳等地建立了运维支撑和研发分公司。公司旗下汇聚了一批专业、勤奋、创新的互联网人才，在市场磨练中锻造出了一支规模100余人的专业运营和研发团队，他们经验丰富，技术精湛，实力雄厚。公司荣誉：·江苏省两化融合电子商务示范试点企业·第七届互联网站长年会***服务商·中国互联网协会会员单位·常州市信息化服务合作机构·常州市“十百千”计划企业·腾云驾数优秀软件企业·杭州G20峰会特别感谢支撑单位·山西一网通办项目感谢合作伙伴
['算法工程师/AI算法专家'],['1-3万/月'],['广州娱梦网络科技有限公司'],['民营公司| 少于50人| 网络游戏 互联网/电子商务'],['上班地址 : 广州市天河区天河北路689号光大银行大厦5楼'],['广州-天河区'],['本科'],[],['1人'],['2019-09-13'],
['行政班数据专员+社保'],['4.5-6千/月'],['众焱普惠科技有限公司广州分公司'],['民营公司| 500-1000人| 金融/投资/证券 外包服务'],['上班地址 : 三元里大道1070号第10层A1003（粤海置业广场）'],['广州-白云区'],['1年工作经验'],['大专'],['3人'],['2019-09-13'],
['政策研究员'],['0.8-1.5万/月'],['浙江金网信息产业股份有限公司'],['民营公司| 150-500人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 海曙区翠柏路89号金网信息楼'],['宁波'],['本科'],[],['1人'],['2019-09-13'],
['.NET开发工程师'],['6-8千/月'],['广州炫驰信息科技有限公司'],['民营公司| 少于50人| 互联网/电子商务 通信/电信运营、增值服务'],['上班地址 : 广州市天河区东圃石溪东村街35号（百诚商务中心206房）'],['广州-天河区'],['1年工作经验'],['大专'],['2人'],['2019-09-13'],
['数据分析师'],['1000元/天'],['深圳市猛犸智能有限公司'],['民营公司| 少于50人| 互联网/电子商务 家具/家电/玩具/礼品'],['上班地址 : 新安街道上合社区33区大宝路83号美生慧谷科技园'],['深圳-宝安区'],[],[],['若干人'],['2019-09-13'],
['中级Java工程师'],['7-9千/月'],['中山研拓打印机设备有限公司'],['外资（欧美）| 1000-5000人| 贸易/进出口 办公用品及设备'],['上班地址 : 广东 中山 三乡镇 雅居乐花园中心城会所一楼'],['中山'],['2年工作经验'],['大专'],['2人'],['2019-09-13'],
['人事专员'],['0.6-1万/月'],['深圳市捷美斯实业有限公司'],['民营公司| 500-1000人| 电子技术/半导体/集成电路 医疗设备/器械'],['上班地址 : 观澜街道桂花社区庙溪市场荣力工业园A栋2楼'],['深圳-龙华新区'],['2年工作经验'],[],['若干人'],['2019-09-13'],
['变电业务经理'],['1.3-2.5万/月'],['北京翼聚源软件科技有限公司'],['民营公司| 150-500人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 西二旗'],['北京-海淀区'],['5-7年工作经验'],['大专'],['2人'],['2019-09-13'],
['汽配销售经理/销售助理/储备干部'],['3.6-6千/月'],['广州索德斯汽车零部件有限公司'],['民营公司| 少于50人| 汽车及零配件'],['上班地址 : 乌鲁木齐市新市区天工鼎盛汽配城'],['乌鲁木齐'],['无工作经验'],['大专'],['2人'],['2019-09-13'],
['预结算员（广州越秀区）'],['0.8-1万/月'],['广州朝野文化发展有限公司'],['民营公司| 50-150人| 影视/媒体/艺术/文化传播 广告'],['上班地址 : 东风中路268号交易广场1201'],['广州-越秀区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['链家地产门店直招+地铁口门店+底薪8K+一带一'],['0.8-2万/月'],['上海链家沪北事业部-杨行大区'],['民营公司| 10000人以上| 中介服务'],['上班地址 : 红林路52号'],['上海-宝山区'],['无工作经验'],['本科'],['20人'],['2019-09-13'],
['金融安全专家'],['2-3万/月'],['上海欣方智能系统有限公司'],['合资| 150-500人| 通信/电信运营、增值服务 医疗/护理/卫生'],['上班地址 : 中华路 江苏银行'],['南京-秦淮区'],['3-4年工作经验'],['本科'],['若干人'],['2019-09-13'],
['女装设计师（中国风）'],['6-8千/月'],['广州言墨写意服饰有限公司'],['民营公司| 50-150人| 服装/纺织/皮革 互联网/电子商务'],['上班地址 : 洛浦街道沿沙路东乡联发工业区A1栋3楼'],['广州-番禺区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['风控建模师'],['2.5-4万/月'],['大查柜（上海）网络科技有限公司'],['民营公司| 150-500人| 互联网/电子商务'],['上班地址 : 杨高南路428号由由世纪大智慧楼21楼'],['上海-浦东新区'],[],[],['1人'],['2019-09-13'],
